"WHQ060.Code.or.Value","WHQ060.Value.Description","WHQ060.Count","WHQ060.Cumulative","WHQ060.Skip.to.Item"
"1","Yes",802,802,"WHD080A"
"2","No",465,1267,""
"7","Refused",0,1267,""
"9","Don't know",2,1269,""
".","Missing",5058,6327,""
